city_id,iran_m,iran_d,leba_m,leba_d,other_m,other_d,warn,hit,total_hit,dur
337,39,1,1,0,0,0,143,32,40,180811
2242,129,3,7,0,0,0,159,110,132,205719
914,38,1,3,0,0,0,135,30,39,174910
1354,56,0,3,1,0,0,73,44,56,111520
1357,45,0,1,1,0,0,73,34,45,106582
369,47,1,1,0,0,0,143,39,48,180676
577,98,1,5,0,0,0,158,83,99,196217
1432,29,0,2,0,0,0,66,22,29,101618
1371,49,0,2,0,0,0,73,40,49,106371
201,24,0,3,0,0,0,66,19,24,94233
1344,18,0,1,2,0,0,66,15,18,95211
579,99,1,4,0,0,0,158,86,100,195375
1088,28,0,1,0,0,0,64,23,28,94930
54,8,0,0,0,0,0,57,8,8,70699
724,130,4,11,0,0,0,158,112,134,211714
520,77,1,4,0,0,0,143,67,78,185994
1029,20,0,2,0,0,0,64,16,20,95716
407,54,1,3,0,0,0,143,46,55,184711
983,19,0,1,0,0,0,64,14,19,99971
2230,17,0,1,0,0,0,126,9,17,162707
1442,46,0,12,4,0,0,73,35,46,123005
178,24,0,2,0,0,0,46,16,24,73848
2211,73,1,1,0,0,0,159,55,74,203457
1776,76,1,1,0,0,0,159,60,77,203457
108,32,0,1,1,0,0,73,28,32,93842
1176,34,0,0,0,0,0,73,27,34,103211
937,26,1,1,0,0,0,135,23,27,167915
470,67,1,4,0,0,0,143,57,68,186051
2255,118,3,8,0,0,0,135,96,121,187071
783,124,4,12,0,0,0,158,107,128,212404
113,25,0,2,0,0,0,46,16,25,73595
1030,21,0,2,0,0,0,64,16,21,96531
1836,68,1,3,0,0,0,159,56,69,197116
580,95,1,4,0,0,0,158,80,96,196355
888,54,1,4,0,0,0,135,44,55,177011
766,50,0,4,1,0,0,136,40,50,181282
1410,37,0,2,2,0,0,73,31,37,108884
714,129,3,9,0,0,0,159,110,132,207494
899,44,1,4,0,0,0,135,35,45,177011
1543,27,0,3,7,0,0,73,23,27,121196
856,92,3,8,0,0,0,135,77,95,181825
878,56,1,4,0,0,0,135,46,57,177011
1197,21,0,1,0,0,0,66,16,21,96512
935,33,1,2,0,0,0,135,27,34,173292
891,47,1,4,0,0,0,135,39,48,175457
2239,45,1,1,0,0,0,126,36,46,167884
716,134,4,10,0,0,0,158,114,138,211357
474,71,1,2,0,0,0,143,58,72,185243
1373,25,0,2,0,0,0,66,19,25,100428
30,0,0,0,2,0,0,12,0,0,19462
129,33,0,3,0,0,0,46,21,33,77158
482,72,1,4,0,0,0,143,63,73,185173
1419,49,0,4,2,0,0,73,40,49,113014
522,76,1,4,0,0,0,158,63,77,200571
1033,25,0,1,0,0,0,63,18,25,94927
1576,25,0,12,6,0,0,69,19,25,123208
291,18,0,2,0,0,0,46,8,18,73781
1545,29,1,17,28,0,0,69,22,30,149737
740,82,0,5,0,0,0,159,70,82,202214
1145,29,0,0,0,0,0,73,22,29,103211
273,31,0,0,0,0,0,143,22,31,182167
1051,18,0,0,0,0,0,54,15,18,83406
1198,21,0,0,0,0,0,66,16,21,93613
793,121,3,10,0,0,0,135,99,124,188864
2295,92,0,5,0,0,0,159,78,92,199429
1880,46,0,4,0,0,0,73,36,46,105722
1372,42,0,1,1,0,0,73,31,42,106582
1328,47,0,2,0,0,0,73,38,47,106371
1096,28,0,0,0,0,0,73,22,28,103507
409,53,1,3,0,0,0,143,45,54,184711
839,111,3,10,0,0,0,135,94,114,186221
1544,27,1,16,24,0,0,69,20,28,144961
970,22,0,1,0,0,0,135,18,22,167915
1011,18,0,0,0,0,0,54,12,18,87293
1000,21,0,0,0,0,0,54,13,21,89290
1803,105,1,5,0,0,0,158,88,106,198177
1366,53,0,4,1,0,0,73,43,53,112665
796,104,3,9,0,0,0,159,86,107,209243
710,135,3,9,0,0,0,158,114,138,206114
1062,20,0,0,0,0,0,54,15,20,83146
974,19,0,1,0,0,0,135,15,19,167915
277,25,0,1,0,0,0,143,18,25,180016
825,111,4,11,0,0,0,135,94,115,191923
342,21,1,1,0,0,0,126,16,22,163531
196,43,0,3,0,0,0,66,33,43,99178
758,130,3,10,0,0,0,158,112,133,206328
911,40,1,5,0,0,0,135,36,41,173453
940,27,1,2,0,0,0,135,22,28,172800
1095,29,0,0,0,0,0,64,22,29,95059
204,42,0,4,0,0,0,73,32,42,105722
1064,22,0,1,0,0,0,64,18,22,94930
1961,135,4,9,0,0,0,158,115,139,209910
2263,42,0,5,0,0,0,73,32,42,107071
200,23,0,3,0,0,0,66,18,23,94233
1008,21,0,1,0,0,0,63,15,21,95931
1397,51,0,20,7,0,0,73,37,51,139003
217,26,0,3,0,0,0,73,20,26,97097
2296,74,1,5,0,0,0,159,63,75,202214
1425,49,0,13,3,0,0,73,38,49,122869
1854,129,3,6,0,0,0,158,110,132,200513
440,62,1,1,0,0,0,143,53,63,183477
1479,33,0,4,13,0,0,73,21,33,130319
316,35,1,1,0,0,0,143,28,36,179001
2305,80,1,1,0,0,0,159,63,81,203457
136,35,0,3,0,0,0,46,22,35,79204
761,127,3,9,0,0,0,158,109,130,205352
1642,14,1,77,39,0,0,69,10,15,202755
331,21,1,1,0,0,0,126,16,22,163531
367,39,1,3,0,0,0,143,34,40,182035
1491,38,0,6,6,0,0,73,25,38,123866
950,27,1,2,0,0,0,135,22,28,172800
2236,46,1,1,0,0,0,126,37,47,167417
1408,48,0,8,3,0,0,73,39,48,117264
964,22,1,2,0,0,0,135,19,23,168570
1359,18,0,1,1,0,0,66,15,18,93073
1141,26,0,0,0,0,0,73,21,26,101457
315,36,1,0,0,0,0,143,28,37,179835
243,25,0,2,0,0,0,126,10,25,169562
1729,80,0,5,0,0,0,159,68,80,202214
52,5,0,0,0,0,0,57,5,5,70699
389,51,1,0,0,0,0,143,43,52,182376
1352,57,0,10,2,0,0,73,44,57,124365
1575,22,0,13,12,0,0,69,17,22,131053
483,71,1,4,0,0,0,143,62,72,185173
137,63,0,6,0,0,0,73,49,63,110196
1549,26,0,7,5,0,0,69,21,26,116464
1768,7,0,0,0,0,0,57,6,7,70699
1472,36,0,15,7,0,0,73,27,36,129484
73,31,0,3,0,0,0,57,28,31,78450
284,28,0,0,0,0,0,143,22,28,177858
942,28,1,2,0,0,0,135,24,29,171246
1832,92,0,5,0,0,0,159,77,92,201440
2285,122,1,8,0,0,0,159,105,123,205803
324,39,1,1,0,0,0,143,32,40,180811
823,115,3,9,0,0,0,135,98,118,185632
979,18,0,1,0,0,0,135,14,18,167915
437,62,1,3,0,0,0,143,54,63,184836
1811,118,1,7,0,0,0,158,98,119,202698
873,66,3,5,0,0,0,135,56,69,177486
814,116,3,10,0,0,0,135,98,119,186378
564,76,2,3,0,0,0,77,55,78,125844
1314,20,0,1,0,0,0,66,17,20,94686
1506,33,0,10,6,0,0,73,26,33,124275
1926,76,1,3,0,0,0,77,54,77,125704
1206,45,0,1,0,0,0,73,34,45,108068
1661,19,1,101,27,0,0,69,14,20,253893
1894,77,1,5,0,0,0,159,64,78,203731
216,35,0,2,0,0,0,126,11,35,183386
1086,23,0,0,0,0,0,73,18,23,101580
24,2,0,0,1,0,0,12,2,2,18739
1125,33,0,3,0,0,0,64,25,33,97093
957,26,1,2,0,0,0,135,21,27,172800
1610,20,0,2,4,0,0,66,17,20,100959
471,68,1,4,0,0,0,143,60,69,185576
306,25,0,2,0,0,0,112,17,25,151246
1234,37,0,1,0,0,0,73,29,37,106110
1218,47,0,1,0,0,0,73,36,47,108068
545,84,1,4,0,0,0,143,74,85,184672
885,55,1,5,0,0,0,135,48,56,173549
1424,48,0,15,9,0,0,73,34,48,137175
212,19,0,4,0,0,0,46,13,19,72327
1028,20,0,2,0,0,0,64,16,20,95716
2250,69,1,7,0,0,0,135,56,70,181663
1323,41,0,3,1,0,0,73,31,41,107932
1078,22,0,0,0,0,0,73,18,22,101580
186,47,0,4,0,0,0,73,37,47,105722
387,55,1,2,0,0,0,143,48,56,180974
326,32,1,1,0,0,0,126,25,33,163679
1809,121,1,6,0,0,0,158,102,122,200870
1363,53,0,1,0,0,0,73,42,53,106419
1186,39,0,1,0,0,0,73,30,39,106110
1217,47,0,4,0,0,0,73,35,47,108779
1813,104,1,6,0,0,0,158,88,105,198815
1320,54,0,3,0,0,0,73,45,54,109279
966,20,1,2,0,0,0,135,17,21,168570
739,134,3,9,0,0,0,158,115,137,205638
1638,17,0,9,15,0,0,69,12,17,126160
405,43,1,3,0,0,0,143,38,44,183584
1358,44,0,1,1,0,0,73,33,44,106582
1599,24,0,19,10,0,0,69,18,24,132298
1831,125,0,6,0,0,0,158,104,125,201412
1843,126,0,6,0,0,0,158,106,126,200298
1304,57,0,12,2,0,0,67,42,57,120500
954,26,1,2,0,0,0,135,22,27,171246
1142,25,0,0,0,0,0,73,20,25,101457
841,105,3,7,0,0,0,135,86,108,186127
1094,20,0,0,0,0,0,54,15,20,82186
131,61,0,7,0,0,0,66,46,61,106086
1287,42,0,1,0,0,0,73,34,42,105305
1807,121,1,4,0,0,0,158,100,122,200200
955,24,1,1,0,0,0,135,21,25,167915
567,94,1,3,0,0,0,143,78,95,185302
1075,28,0,0,0,0,0,63,21,28,94254
801,118,3,8,0,0,0,159,100,121,209114
1569,23,0,0,2,0,0,66,18,23,97906
1583,31,2,18,57,0,0,69,22,33,181530
735,134,3,8,0,0,0,158,115,137,204003
713,130,3,7,0,0,0,158,111,133,201094
247,25,0,2,0,0,0,126,10,25,169532
1492,34,0,7,6,0,0,73,21,34,124801
1822,78,0,3,0,0,0,159,65,78,197116
1340,59,0,3,0,0,0,73,45,59,110393
1173,41,0,4,0,0,0,73,31,41,108779
733,134,3,9,0,0,0,158,115,137,205638
1535,25,0,10,5,0,0,69,20,25,120029
994,21,0,1,0,0,0,64,17,21,95931
928,37,1,2,0,0,0,135,30,38,172572
1263,53,0,1,0,0,0,73,41,53,108068
168,47,0,5,0,0,0,66,35,47,103102
192,47,0,4,0,0,0,66,36,47,102483
1102,31,0,2,0,0,0,64,23,31,96531
998,21,0,1,0,0,0,63,16,21,95931
150,62,0,6,0,0,0,73,49,62,110196
1856,99,0,6,0,0,0,159,85,99,201047
26,2,0,0,1,0,0,12,2,2,18739
330,23,1,1,0,0,0,126,18,24,163531
1665,19,0,5,12,0,0,66,16,19,106690
1618,22,0,4,9,0,0,69,16,22,118239
465,59,1,2,0,0,0,77,46,60,111815
1009,18,0,0,0,0,0,54,13,18,86129
1386,50,0,5,2,0,0,73,42,50,113685
4,15,0,0,5,0,0,19,15,15,25918
2282,65,0,5,1,0,0,136,50,65,185095
1076,25,0,0,0,0,0,73,20,25,103507
2253,121,3,8,0,0,0,159,100,124,208182
910,41,1,4,0,0,0,135,35,42,173190
1622,19,0,1,4,0,0,66,16,19,99292
569,92,1,4,0,0,0,158,80,93,195375
570,77,1,3,0,0,0,77,56,78,123270
1001,19,0,1,0,0,0,54,12,19,90245
1819,115,1,7,0,0,0,158,98,116,201584
872,60,3,5,0,0,0,135,50,63,176226
1222,25,0,1,0,0,0,73,21,25,104356
1634,19,0,12,21,0,0,69,14,19,137236
1464,40,0,4,3,0,0,73,31,40,111984
33,1,0,0,1,0,0,12,0,1,21272
1089,30,0,2,0,0,0,64,23,30,96531
511,75,1,3,0,0,0,143,62,76,186529
339,43,1,1,0,0,0,143,36,44,180486
1791,100,1,6,0,0,0,158,85,101,199795
425,50,1,4,0,0,0,143,44,51,184799
963,24,0,2,0,0,0,136,19,24,172936
741,53,0,4,1,0,0,136,43,53,181867
1322,45,0,1,0,0,0,73,35,45,105305
1652,20,0,51,30,0,0,69,15,20,177048
1851,128,3,6,0,0,0,158,108,131,202681
1636,17,0,51,27,0,0,69,12,17,179068
2270,40,0,4,0,0,0,73,30,40,105722
1449,44,0,8,4,0,0,73,34,44,119499
1963,77,1,3,0,0,0,143,63,78,186529
1353,53,0,3,0,0,0,73,43,53,110557
1938,18,1,11,15,0,0,66,13,19,116597
1805,61,1,0,1,0,0,136,46,62,182256
244,11,0,2,0,0,0,46,9,11,64995
1166,28,0,1,0,0,0,73,23,28,104356
874,68,3,5,0,0,0,135,59,71,175932
571,100,3,5,0,0,0,158,84,103,198163
1649,20,0,22,27,0,0,69,15,20,142075
2252,57,1,4,0,0,0,135,46,58,177691
2224,47,1,1,0,0,0,64,19,48,123096
1162,51,0,1,0,0,0,67,38,51,105315
1461,37,0,6,5,0,0,73,27,37,120834
517,72,1,4,0,0,0,143,62,73,185994
1253,55,0,5,2,0,0,67,42,55,109197
159,24,0,2,0,0,0,46,16,24,73848
460,70,1,2,0,0,0,143,60,71,184763
77,29,0,2,0,0,0,57,25,29,79075
747,130,3,9,0,0,0,158,112,133,205638
590,105,1,6,0,0,0,158,87,106,198949
1528,32,0,9,6,0,0,73,25,32,121880
492,77,1,3,0,0,0,143,63,78,186529
980,18,0,1,0,0,0,135,14,18,167915
135,28,0,1,0,0,0,46,18,28,75558
219,15,0,3,0,0,0,46,12,15,70369
10,14,0,0,2,0,0,19,14,14,25075
1667,15,2,29,25,0,0,69,11,17,193388
764,85,0,7,0,0,0,159,71,85,205934
890,54,1,4,0,0,0,135,44,55,177011
1451,42,0,7,5,0,0,73,31,42,117666
254,23,0,1,0,0,0,126,11,23,167233
1595,25,0,29,37,0,0,69,14,25,169601
1604,25,0,37,14,0,0,69,18,25,147532
1020,21,0,1,0,0,0,64,16,21,95934
559,92,1,4,0,0,0,158,78,93,195447
540,58,2,1,0,0,0,126,45,60,171337
401,51,1,1,0,0,0,143,43,52,183277
22,2,0,0,0,0,0,12,2,2,17985
388,53,1,1,0,0,0,143,44,54,183352
266,16,0,2,0,0,0,46,10,16,68966
749,127,3,8,0,0,0,159,107,130,209114
491,75,1,3,0,0,0,143,62,76,186529
1395,26,0,2,0,0,0,66,19,26,101243
565,70,2,2,0,0,0,159,55,72,204171
1107,26,0,0,0,0,0,54,20,26,82879
702,135,3,8,0,0,0,158,114,138,204998
496,56,2,2,0,0,0,77,44,58,113278
1283,55,0,5,0,0,0,73,44,55,111678
38,1,0,0,0,0,0,57,1,1,70699
1181,26,0,1,0,0,0,73,22,26,104356
1669,18,1,93,34,0,0,70,14,19,304364
170,30,0,3,1,0,0,73,24,30,101126
473,70,1,3,0,0,0,143,61,71,183958
95,20,0,1,0,0,0,46,13,20,70461
1031,21,0,2,0,0,0,64,17,21,96531
39,0,0,1,1,0,0,12,0,0,18744
1537,29,0,12,5,0,0,73,23,29,120500
1042,17,0,0,0,0,0,54,13,17,82186
795,110,3,8,0,0,0,159,93,113,208182
1635,19,0,4,7,0,0,66,15,19,105183
1068,25,0,0,0,0,0,73,19,25,104467
2287,68,2,1,0,0,0,159,54,70,203250
2269,47,0,4,0,0,0,73,37,47,105722
1925,61,0,6,0,0,0,73,49,61,110196
857,80,3,8,0,0,0,135,69,83,181004
436,59,1,3,0,0,0,143,52,60,184836
1582,28,4,32,48,0,0,69,23,32,175119
1471,38,0,10,5,0,0,73,28,38,124706
944,27,1,1,0,0,0,135,24,28,168236
1409,52,0,5,3,0,0,73,42,52,112943
1943,31,1,1,0,0,0,126,24,32,163679
1018,24,0,0,0,0,0,135,14,24,172740
1182,45,0,3,0,0,0,67,33,45,106297
1454,40,0,2,3,0,0,73,31,40,109445
1242,53,0,6,2,0,0,67,40,53,110123
1119,27,0,0,0,0,0,73,20,27,102385
2275,41,0,5,0,0,0,73,31,41,107071
1348,56,0,3,1,0,0,73,44,56,111520
2292,100,0,5,0,0,0,159,84,100,201001
1087,23,0,0,0,0,0,54,17,23,82879
466,59,1,2,0,0,0,77,46,60,111815
439,59,1,3,0,0,0,143,52,60,184836
1435,48,0,10,3,0,0,73,38,48,118718
1659,21,2,15,24,0,0,69,17,23,139345
1284,55,0,4,0,0,0,73,44,55,110993
495,66,1,2,0,0,0,77,48,67,118622
700,60,0,2,1,0,0,136,47,60,180260
1251,19,0,1,0,0,0,66,15,19,96512
1180,30,0,1,0,0,0,73,23,30,106110
893,47,1,3,0,0,0,135,40,48,172132
2228,38,0,4,3,0,0,73,30,38,111605
294,17,0,1,0,0,0,126,9,17,162707
1723,115,3,7,0,0,0,135,95,118,186127
184,42,0,4,0,0,0,66,32,42,99797
336,40,1,2,0,0,0,143,33,41,182097
1510,20,0,1,1,0,0,66,16,20,96848
707,58,0,3,1,0,0,136,45,58,181236
1070,19,0,0,0,0,0,54,15,19,82186
744,127,4,11,0,0,0,158,110,131,211714
2219,25,0,5,0,0,0,136,21,25,178018
596,77,1,3,0,0,0,159,63,78,200687
2306,74,2,1,0,0,0,159,58,76,204502
1840,124,3,5,0,0,0,158,105,127,199393
226,20,0,2,0,0,0,66,15,20,93257
1061,25,0,0,0,0,0,73,19,25,104467
1523,28,0,20,13,0,0,69,22,28,137618
371,49,1,0,0,0,0,126,40,50,165396
415,54,1,2,0,0,0,77,44,55,110203
188,22,0,1,0,0,0,46,14,22,73507
1849,128,3,5,0,0,0,158,109,131,199799
117,22,0,1,0,0,0,46,15,22,70281
110,23,0,1,0,0,0,46,15,23,70281
847,54,0,6,1,0,0,136,41,54,183417
1426,51,0,7,3,0,0,73,40,51,116592
2300,74,1,2,0,0,0,159,62,75,199270
727,133,3,9,0,0,0,158,114,136,205638
1189,20,0,1,0,0,0,66,16,20,96512
529,50,1,1,0,0,0,64,21,51,123096
1392,52,0,5,2,0,0,73,42,52,111945
99,21,0,1,0,0,0,46,14,21,70461
2257,126,3,8,0,0,0,159,107,129,207068
171,24,0,2,0,0,0,46,16,24,73848
1040,25,0,1,0,0,0,63,18,25,94927
1232,49,0,1,0,0,0,73,37,49,108068
882,63,3,7,0,0,0,135,53,66,180633
205,41,0,4,0,0,0,73,31,41,105722
1248,47,0,1,0,0,0,73,37,47,106110
1921,58,0,5,0,0,0,66,44,58,103136
290,15,0,2,0,0,0,46,7,15,70753
1295,53,0,3,0,0,0,73,43,53,110194
859,94,3,9,0,0,0,135,81,97,185105
870,74,3,8,0,0,0,135,65,77,181980
1752,52,0,5,0,0,0,66,39,52,103102
1122,29,0,0,0,0,0,54,21,29,83684
513,76,1,3,0,0,0,143,63,77,186529
1891,76,1,3,0,0,0,159,62,77,202477
1441,49,0,8,3,0,0,73,39,49,118733
1792,93,1,5,0,0,0,158,76,94,198177
537,84,1,4,0,0,0,143,73,85,184672
1228,53,0,5,0,0,0,67,40,53,107781
1518,26,0,7,3,0,0,66,22,26,111319
283,30,0,0,0,0,0,143,23,30,179029
501,70,1,4,0,0,0,143,60,71,185994
18,2,0,0,0,0,0,12,2,2,17985
912,42,1,3,0,0,0,135,38,43,170648
269,30,0,0,0,0,0,143,21,30,182167
153,60,0,6,0,0,0,66,47,60,103755
1374,18,0,1,2,0,0,66,15,18,93226
1117,30,0,0,0,0,0,73,24,30,102385
208,32,0,2,0,0,0,66,24,32,98202
1759,11,0,2,0,0,0,46,9,11,64995
347,41,1,2,0,0,0,143,35,42,180974
195,34,0,3,0,0,0,66,26,34,99178
1227,21,0,1,0,0,0,66,16,21,96512
738,132,3,10,0,0,0,158,113,135,206328
1299,21,0,1,0,0,0,66,17,21,94646
1562,29,3,19,38,0,0,69,25,32,156217
919,39,1,3,0,0,0,135,33,40,171572
1005,22,0,1,0,0,0,64,17,22,95931
1235,34,0,1,0,0,0,73,25,34,106110
175,51,0,5,0,0,0,66,39,51,103136
991,21,0,1,0,0,0,54,10,21,93899
167,45,0,5,0,0,0,66,33,45,103102
448,64,1,1,0,0,0,143,54,65,184529
421,60,1,2,0,0,0,143,49,61,184024
1490,31,0,3,13,0,0,73,19,31,126640
2297,89,0,6,0,0,0,159,76,89,203471
1566,29,0,20,12,0,0,69,22,29,137575
2276,26,0,2,0,0,0,126,10,26,169562
512,74,1,3,0,0,0,143,61,75,186529
374,47,1,2,0,0,0,143,40,48,180974
314,32,1,1,0,0,0,143,26,33,178834
525,84,1,4,0,0,0,143,73,85,184672
1214,47,0,3,0,0,0,67,37,47,106297
1149,33,0,1,0,0,0,67,27,33,98648
288,20,0,2,0,0,0,126,12,20,163863
2291,53,0,6,0,0,0,135,44,53,179345
1178,31,0,1,0,0,0,73,25,31,106110
1057,27,0,2,0,0,0,64,21,27,96531
2272,47,0,4,0,0,0,73,37,47,105722
1890,89,0,6,0,0,0,159,76,89,203471
321,28,0,4,0,0,0,112,20,28,153348
147,56,0,6,0,0,0,66,43,56,103755
1956,87,1,4,0,0,0,143,77,88,184672
1860,134,3,7,0,0,0,158,113,137,204343
1786,73,1,3,0,0,0,159,58,74,202477
1581,27,3,22,46,0,0,69,23,30,165885
1171,55,0,3,0,0,0,67,41,55,109140
1827,138,4,7,0,0,0,158,117,142,205826
1237,24,0,1,0,0,0,73,19,24,104356
2301,76,2,1,0,0,0,159,61,78,203457
182,48,0,5,0,0,0,73,38,48,107071
701,136,3,8,0,0,0,158,115,139,204998
385,49,1,3,0,0,0,143,44,50,182035
267,26,0,2,0,0,0,66,11,26,100896
1488,21,0,0,2,0,0,66,16,21,102008
365,39,1,3,0,0,0,143,34,40,182035
2227,35,0,2,2,0,0,73,28,35,109068
1165,37,0,0,0,0,0,73,28,37,103211
161,35,0,3,0,0,0,66,27,35,99178
709,135,3,9,0,0,0,158,114,138,205751
300,30,0,0,0,0,0,143,23,30,177858
1381,51,0,1,2,0,0,73,43,51,108025
1572,30,0,13,26,0,0,69,22,30,145937
1517,31,0,5,5,0,0,73,26,31,116392
1097,26,0,0,0,0,0,73,21,26,101580
715,135,3,9,0,0,0,158,115,138,205924
2234,31,1,1,0,0,0,126,24,32,166355
519,73,1,4,0,0,0,143,63,74,185994
144,58,0,5,0,0,0,66,44,58,103136
560,97,1,3,0,0,0,158,82,98,194661
851,88,3,7,0,0,0,135,70,91,183439
1780,101,1,6,0,0,0,158,86,102,198743
1072,24,0,1,0,0,0,64,20,24,94930
1570,29,2,23,36,0,0,69,21,31,160106
818,103,3,9,0,0,0,158,89,106,204319
399,58,1,1,0,0,0,143,49,59,183352
1100,28,0,1,0,0,0,67,23,28,99882
1626,22,0,10,17,0,0,69,16,22,132793
1219,46,0,1,0,0,0,73,36,46,108068
1799,112,1,6,0,0,0,158,94,113,198877
897,36,0,5,2,0,0,136,30,36,183351
775,65,1,5,1,0,0,136,51,66,185095
1749,56,0,5,0,0,0,66,42,56,103413
1538,33,0,11,4,0,0,73,25,33,118876
535,81,1,3,0,0,0,158,69,82,197158
1853,127,3,6,0,0,0,158,108,130,200948
1231,53,0,4,0,0,0,73,41,53,110993
395,43,1,3,0,0,0,143,37,44,184711
1134,28,0,0,0,0,0,73,21,28,102385
1864,131,3,5,0,0,0,158,112,134,199799
245,18,0,1,0,0,0,66,12,18,95968
1179,31,0,1,0,0,0,73,24,31,106110
376,37,1,3,0,0,0,112,30,38,152295
1077,24,0,0,0,0,0,73,20,24,101580
1380,51,0,6,2,0,0,73,43,51,114884
1842,125,2,6,0,0,0,158,105,127,200298
197,44,0,4,0,0,0,66,34,44,100334
1025,17,0,0,0,0,0,54,12,17,85634
838,104,4,11,0,0,0,135,89,108,191923
249,19,0,2,0,0,0,66,11,19,100527
443,56,1,1,0,0,0,77,44,57,109418
154,26,0,2,0,0,0,46,17,26,73848
1473,40,0,7,5,0,0,73,29,40,118471
921,35,1,2,0,0,0,135,28,36,173292
19,2,0,0,0,0,0,12,2,2,17985
1243,55,0,5,2,0,0,67,42,55,109197
1324,20,0,2,0,0,0,66,16,20,97585
969,20,1,1,0,0,0,135,17,21,167915
1297,41,0,1,0,0,0,73,33,41,105305
220,15,0,3,0,0,0,46,12,15,70369
456,70,1,4,0,0,0,143,60,71,187568
2274,45,0,5,0,0,0,73,35,45,107071
1830,126,3,7,0,0,0,158,107,129,201584
1394,47,0,4,0,0,0,73,39,47,111541
785,128,4,11,0,0,0,158,109,132,211618
858,87,3,8,0,0,0,135,74,90,181825
190,38,0,3,0,0,0,66,30,38,99178
1436,43,0,5,4,0,0,73,33,43,114867
1255,49,0,1,0,0,0,73,38,49,106110
1298,40,0,3,1,0,0,73,29,40,108737
1401,49,0,6,3,0,0,73,41,49,115979
227,21,0,2,0,0,0,66,16,21,93257
2265,45,0,5,0,0,0,73,35,45,107071
1019,16,0,1,0,0,0,54,10,16,89285
536,82,1,4,0,0,0,143,71,83,184672
575,98,1,4,0,0,0,158,82,99,195431
